date	inst	party	value
2013-04-21	Infratestdimap	rep	
2013-04-21	Infratestdimap	pir	
2013-04-21	Infratestdimap	spd	27.0
2013-04-21	Emnid	gru	14.0
2013-04-21	Emnid	cdu	39.0
2013-04-21	Emnid	afd	
2013-04-21	Emnid	lin	8.0
2013-04-21	Emnid	son	4.0
2013-04-21	Emnid	fdp	5.0
2013-04-21	Emnid	rep	
2013-04-21	Emnid	pir	4.0
2013-04-21	Emnid	spd	26.0
2013-04-17	Forsa	gru	15.0
2013-04-17	Forsa	cdu	42.0
2013-04-17	Forsa	afd	
2013-04-17	Forsa	lin	8.0
2013-04-17	Forsa	son	5.0
2013-04-17	Forsa	fdp	5.0
2013-04-17	Forsa	rep	
2013-04-17	Forsa	pir	3.0
2013-04-17	Forsa	spd	22.0
2013-04-17	Allensbach	gru	15.0
2013-04-17	Allensbach	cdu	38.5
2013-04-17	Allensbach	afd	
2013-04-17	Allensbach	lin	7.0
2013-04-17	Allensbach	son	3.5
2013-04-17	Allensbach	fdp	5.0
2013-04-17	Allensbach	rep	
2013-04-17	Allensbach	pir	3.0
2013-04-17	Allensbach	spd	28.0
2013-04-16	GMS	gru	13.0
2013-04-16	GMS	cdu	42.0
2013-04-16	GMS	afd	
2013-04-16	GMS	lin	8.0
2013-04-16	GMS	son	5.0
2013-04-16	GMS	fdp	6.0
2013-04-16	GMS	rep	
2013-04-16	GMS	pir	2.0
2013-04-16	GMS	spd	24.0
2013-04-14	Emnid	gru	14.0
2013-04-14	Emnid	cdu	41.0
2013-04-14	Emnid	afd	
2013-04-14	Emnid	lin	8.0
2013-04-14	Emnid	son	3.0
2013-04-14	Emnid	fdp	5.0
2013-04-14	Emnid	rep	
2013-04-14	Emnid	pir	3.0
2013-04-14	Emnid	spd	26.0
2013-04-12	Infratestdimap	gru	15.0
2013-04-12	Infratestdimap	cdu	42.0
2013-04-12	Infratestdimap	afd	
2013-04-12	Infratestdimap	lin	7.0
2013-04-12	Infratestdimap	son	3.0
2013-04-12	Infratestdimap	fdp	4.0
2013-04-12	Infratestdimap	rep	
2013-04-12	Infratestdimap	pir	2.0
2013-04-12	Infratestdimap	spd	27.0
2013-04-12	FGW	gru	14.0
2013-04-12	FGW	cdu	42.0
2013-04-12	FGW	afd	
2013-04-12	FGW	lin	6.0
2013-04-12	FGW	son	7.0
2013-04-12	FGW	fdp	4.0
2013-04-12	FGW	rep	
2013-04-12	FGW	pir	
2013-04-12	FGW	spd	27.0
2013-04-10	Forsa	gru	14.0
2013-04-10	Forsa	cdu	41.0
2013-04-10	Forsa	afd	
2013-04-10	Forsa	lin	9.0
2013-04-10	Forsa	son	4.0
2013-04-10	Forsa	fdp	6.0
2013-04-10	Forsa	rep	
2013-04-10	Forsa	pir	3.0
2013-04-10	Forsa	spd	23.0
2013-04-07	Emnid	gru	15.0
2013-04-07	Emnid	cdu	39.0
2013-04-07	Emnid	afd	
2013-04-07	Emnid	lin	8.0
2013-04-07	Emnid	son	4.0
2013-04-07	Emnid	fdp	5.0
2013-04-07	Emnid	rep	
2013-04-07	Emnid	pir	3.0
2013-04-07	Emnid	spd	26.0
2013-04-04	Infratestdimap	gru	14.0
2013-04-04	Infratestdimap	cdu	41.0
2013-04-04	Infratestdimap	afd	
2013-04-04	Infratestdimap	lin	8.0
2013-04-04	Infratestdimap	son	3.0
2013-04-04	Infratestdimap	fdp	4.0
2013-04-04	Infratestdimap	rep	
2013-04-04	Infratestdimap	pir	3.0
2013-04-04	Infratestdimap	spd	27.0
2013-04-03	Forsa	gru	15.0
2013-04-03	Forsa	cdu	40.0
2013-04-03	Forsa	afd	
2013-04-03	Forsa	lin	8.0
2013-04-03	Forsa	son	5.0
2013-04-03	Forsa	fdp	5.0
2013-04-03	Forsa	rep	
2013-04-03	Forsa	pir	3.0
2013-04-03	Forsa	spd	24.0
2013-03-31	Emnid	gru	15.0
2013-03-31	Emnid	cdu	39.0
2013-03-31	Emnid	afd	
2013-03-31	Emnid	lin	7.0
2013-03-31	Emnid	son	5.0
2013-03-31	Emnid	fdp	5.0
2013-03-31	Emnid	rep	
2013-03-31	Emnid	pir	3.0
2013-03-31	Emnid	spd	26.0
2013-03-28	Infratestdimap	gru	15.0
2013-03-28	Infratestdimap	cdu	39.0
2013-03-28	Infratestdimap	afd	
2013-03-28	Infratestdimap	lin	8.0
2013-03-28	Infratestdimap	son	3.0
2013-03-28	Infratestdimap	fdp	4.0
2013-03-28	Infratestdimap	rep	
2013-03-28	Infratestdimap	pir	3.0
2013-03-28	Infratestdimap	spd	28.0
2013-03-26	Forsa	gru	14.0
2013-03-26	Forsa	cdu	41.0
2013-03-26	Forsa	afd	
2013-03-26	Forsa	lin	8.0
2013-03-26	Forsa	son	5.0
2013-03-26	Forsa	fdp	5.0
2013-03-26	Forsa	rep	
2013-03-26	Forsa	pir	3.0
2013-03-26	Forsa	spd	24.0
2013-03-24	Emnid	gru	15.0
2013-03-24	Emnid	cdu	40.0
2013-03-24	Emnid	afd	
2013-03-24	Emnid	lin	7.0
2013-03-24	Emnid	son	3.0
2013-03-24	Emnid	fdp	5.0
2013-03-24	Emnid	rep	
2013-03-24	Emnid	pir	3.0
2013-03-24	Emnid	spd	27.0
2013-03-22	Infratestdimap	gru	16.0
2013-03-22	Infratestdimap	cdu	38.0
2013-03-22	Infratestdimap	afd	
2013-03-22	Infratestdimap	lin	8.0
2013-03-22	Infratestdimap	son	4.0
2013-03-22	Infratestdimap	fdp	5.0
2013-03-22	Infratestdimap	rep	
2013-03-22	Infratestdimap	pir	2.0
2013-03-22	Infratestdimap	spd	27.0
2013-03-22	FGW	gru	14.0
2013-03-22	FGW	cdu	40.0
2013-03-22	FGW	afd	
2013-03-22	FGW	lin	7.0
2013-03-22	FGW	son	3.0
2013-03-22	FGW	fdp	4.0
2013-03-22	FGW	rep	
2013-03-22	FGW	pir	3.0
2013-03-22	FGW	spd	29.0
2013-03-20	Forsa	gru	15.0
2013-03-20	Forsa	cdu	40.0
2013-03-20	Forsa	afd	
2013-03-20	Forsa	lin	7.0
2013-03-20	Forsa	son	5.0
2013-03-20	Forsa	fdp	6.0
2013-03-20	Forsa	rep	
2013-03-20	Forsa	pir	3.0
2013-03-20	Forsa	spd	24.0
2013-03-20	Allensbach	gru	15.5
2013-03-20	Allensbach	cdu	39.5
2013-03-20	Allensbach	afd	
2013-03-20	Allensbach	lin	6.0
2013-03-20	Allensbach	son	4.0
2013-03-20	Allensbach	fdp	6.0
2013-03-20	Allensbach	rep	
2013-03-20	Allensbach	pir	2.5
2013-03-20	Allensbach	spd	26.5
2013-03-19	GMS	gru	16.0
2013-03-19	GMS	cdu	40.0
2013-03-19	GMS	afd	
2013-03-19	GMS	lin	7.0
2013-03-19	GMS	son	3.0
2013-03-19	GMS	fdp	5.0
2013-03-19	GMS	rep	
2013-03-19	GMS	pir	3.0
2013-03-19	GMS	spd	26.0
2013-03-17	Emnid	gru	16.0
2013-03-17	Emnid	cdu	39.0
2013-03-17	Emnid	afd	
2013-03-17	Emnid	lin	8.0
2013-03-17	Emnid	son	2.0
2013-03-17	Emnid	fdp	4.0
2013-03-17	Emnid	rep	
2013-03-17	Emnid	pir	3.0
2013-03-17	Emnid	spd	28.0
2013-03-14	Infratestdimap	gru	17.0
2013-03-14	Infratestdimap	cdu	40.0
2013-03-14	Infratestdimap	afd	
2013-03-14	Infratestdimap	lin	7.0
2013-03-14	Infratestdimap	son	3.0
2013-03-14	Infratestdimap	fdp	5.0
2013-03-14	Infratestdimap	rep	
2013-03-14	Infratestdimap	pir	3.0
2013-03-14	Infratestdimap	spd	25.0
2013-03-13	Forsa	gru	16.0
2013-03-13	Forsa	cdu	40.0
2013-03-13	Forsa	afd	
2013-03-13	Forsa	lin	8.0
2013-03-13	Forsa	son	5.0
2013-03-13	Forsa	fdp	4.0
2013-03-13	Forsa	rep	
2013-03-13	Forsa	pir	3.0
2013-03-13	Forsa	spd	24.0
2013-03-10	Emnid	gru	15.0
2013-03-10	Emnid	cdu	40.0
2013-03-10	Emnid	afd	
2013-03-10	Emnid	lin	8.0
2013-03-10	Emnid	son	3.0
2013-03-10	Emnid	fdp	4.0
2013-03-10	Emnid	rep	
2013-03-10	Emnid	pir	3.0
2013-03-10	Emnid	spd	27.0
2013-03-08	FGW	gru	14.0
2013-03-08	FGW	cdu	41.0
2013-03-08	FGW	afd	
2013-03-08	FGW	lin	7.0
2013-03-08	FGW	son	6.0
2013-03-08	FGW	fdp	4.0
2013-03-08	FGW	rep	
2013-03-08	FGW	pir	
2013-03-08	FGW	spd	28.0
2013-03-07	Infratestdimap	gru	17.0
2013-03-07	Infratestdimap	cdu	40.0
2013-03-07	Infratestdimap	afd	
2013-03-07	Infratestdimap	lin	7.0
2013-03-07	Infratestdimap	son	4.0
2013-03-07	Infratestdimap	fdp	4.0
2013-03-07	Infratestdimap	rep	
2013-03-07	Infratestdimap	pir	2.0
2013-03-07	Infratestdimap	spd	26.0
2013-03-06	Forsa	gru	15.0
2013-03-06	Forsa	cdu	40.0
2013-03-06	Forsa	afd	
2013-03-06	Forsa	lin	8.0
2013-03-06	Forsa	son	5.0
2013-03-06	Forsa	fdp	4.0
2013-03-06	Forsa	rep	
2013-03-06	Forsa	pir	3.0
2013-03-06	Forsa	spd	25.0
2013-03-03	Emnid	gru	15.0
2013-03-03	Emnid	cdu	40.0
2013-03-03	Emnid	afd	
2013-03-03	Emnid	lin	7.0
2013-03-03	Emnid	son	3.0
2013-03-03	Emnid	fdp	5.0
2013-03-03	Emnid	rep	
2013-03-03	Emnid	pir	3.0
2013-03-03	Emnid	spd	27.0
2013-02-28	Infratestdimap	gru	15.0
2013-02-28	Infratestdimap	cdu	41.0
2013-02-28	Infratestdimap	afd	
2013-02-28	Infratestdimap	lin	6.0
2013-02-28	Infratestdimap	son	4.0
2013-02-28	Infratestdimap	fdp	4.0
2013-02-28	Infratestdimap	rep	
2013-02-28	Infratestdimap	pir	3.0
2013-02-28	Infratestdimap	spd	27.0
2013-02-27	Forsa	gru	16.0
2013-02-27	Forsa	cdu	40.0
2013-02-27	Forsa	afd	
2013-02-27	Forsa	lin	8.0
2013-02-27	Forsa	son	5.0
2013-02-27	Forsa	fdp	4.0
2013-02-27	Forsa	rep	
2013-02-27	Forsa	pir	2.0
2013-02-27	Forsa	spd	25.0
2013-02-24	Emnid	gru	14.0
2013-02-24	Emnid	cdu	41.0
2013-02-24	Emnid	afd	
2013-02-24	Emnid	lin	7.0
2013-02-24	Emnid	son	3.0
2013-02-24	Emnid	fdp	4.0
2013-02-24	Emnid	rep	
2013-02-24	Emnid	pir	4.0
2013-02-24	Emnid	spd	27.0
2013-02-22	FGW	gru	14.0
2013-02-22	FGW	cdu	40.0
2013-02-22	FGW	afd	
2013-02-22	FGW	lin	6.0
2013-02-22	FGW	son	4.0
2013-02-22	FGW	fdp	4.0
2013-02-22	FGW	rep	
2013-02-22	FGW	pir	2.0
2013-02-22	FGW	spd	30.0
2013-02-21	Infratestdimap	gru	15.0
2013-02-21	Infratestdimap	cdu	40.0
2013-02-21	Infratestdimap	afd	
2013-02-21	Infratestdimap	lin	6.0
2013-02-21	Infratestdimap	son	3.0
2013-02-21	Infratestdimap	fdp	5.0
2013-02-21	Infratestdimap	rep	
2013-02-21	Infratestdimap	pir	3.0
2013-02-21	Infratestdimap	spd	28.0
2013-02-20	Forsa	gru	15.0
2013-02-20	Forsa	cdu	43.0
2013-02-20	Forsa	afd	
2013-02-20	Forsa	lin	7.0
2013-02-20	Forsa	son	5.0
2013-02-20	Forsa	fdp	3.0
2013-02-20	Forsa	rep	
2013-02-20	Forsa	pir	3.0
2013-02-20	Forsa	spd	24.0
2013-02-20	Allensbach	gru	15.0
2013-02-20	Allensbach	cdu	39.0
2013-02-20	Allensbach	afd	
2013-02-20	Allensbach	lin	6.5
2013-02-20	Allensbach	son	3.5
2013-02-20	Allensbach	fdp	6.0
2013-02-20	Allensbach	rep	
2013-02-20	Allensbach	pir	3.0
2013-02-20	Allensbach	spd	27.0
2013-02-19	GMS	gru	15.0
2013-02-19	GMS	cdu	40.0
2013-02-19	GMS	afd	
2013-02-19	GMS	lin	6.0
2013-02-19	GMS	son	4.0
2013-02-19	GMS	fdp	5.0
2013-02-19	GMS	rep	
2013-02-19	GMS	pir	3.0
2013-02-19	GMS	spd	27.0
2013-02-17	Emnid	gru	15.0
2013-02-17	Emnid	cdu	41.0
2013-02-17	Emnid	afd	
2013-02-17	Emnid	lin	6.0
2013-02-17	Emnid	son	4.0
2013-02-17	Emnid	fdp	4.0
2013-02-17	Emnid	rep	
2013-02-17	Emnid	pir	3.0
2013-02-17	Emnid	spd	27.0
2013-02-15	Infratestdimap	gru	16.0
2013-02-15	Infratestdimap	cdu	40.0
2013-02-15	Infratestdimap	afd	
2013-02-15	Infratestdimap	lin	7.0
2013-02-15	Infratestdimap	son	3.0
2013-02-15	Infratestdimap	fdp	4.0
2013-02-15	Infratestdimap	rep	
2013-02-15	Infratestdimap	pir	3.0
2013-02-15	Infratestdimap	spd	27.0
2013-02-13	Forsa	gru	14.0
2013-02-13	Forsa	cdu	43.0
2013-02-13	Forsa	afd	
2013-02-13	Forsa	lin	7.0
2013-02-13	Forsa	son	5.0
2013-02-13	Forsa	fdp	3.0
2013-02-13	Forsa	rep	
2013-02-13	Forsa	pir	3.0
2013-02-13	Forsa	spd	25.0
2013-02-07	Infratestdimap	gru	15.0
2013-02-07	Infratestdimap	cdu	39.0
2013-02-07	Infratestdimap	afd	
2013-02-07	Infratestdimap	lin	6.0
2013-02-07	Infratestdimap	son	4.0
2013-02-07	Infratestdimap	fdp	4.0
2013-02-07	Infratestdimap	rep	
2013-02-07	Infratestdimap	pir	3.0
2013-02-07	Infratestdimap	spd	29.0
2013-02-06	Forsa	gru	15.0
2013-02-06	Forsa	cdu	41.0
2013-02-06	Forsa	afd	
2013-02-06	Forsa	lin	7.0
2013-02-06	Forsa	son	5.0
2013-02-06	Forsa	fdp	4.0
2013-02-06	Forsa	rep	
2013-02-06	Forsa	pir	3.0
2013-02-06	Forsa	spd	25.0
2013-02-03	Emnid	gru	14.0
2013-02-03	Emnid	cdu	41.0
2013-02-03	Emnid	afd	
2013-02-03	Emnid	lin	7.0
2013-02-03	Emnid	son	3.0
2013-02-03	Emnid	fdp	4.0
2013-02-03	Emnid	rep	
2013-02-03	Emnid	pir	4.0
2013-02-03	Emnid	spd	27.0
2013-01-31	Infratestdimap	gru	15.0
2013-01-31	Infratestdimap	cdu	40.0
2013-01-31	Infratestdimap	afd	
2013-01-31	Infratestdimap	lin	6.0
2013-01-31	Infratestdimap	son	4.0
2013-01-31	Infratestdimap	fdp	4.0
2013-01-31	Infratestdimap	rep	
2013-01-31	Infratestdimap	pir	4.0
2013-01-31	Infratestdimap	spd	27.0
2013-01-30	Forsa	gru	15.0
2013-01-30	Forsa	cdu	40.0
2013-01-30	Forsa	afd	
2013-01-30	Forsa	lin	8.0
2013-01-30	Forsa	son	5.0
2013-01-30	Forsa	fdp	4.0
2013-01-30	Forsa	rep	
2013-01-30	Forsa	pir	3.0
2013-01-30	Forsa	spd	25.0
2013-01-29	GMS	gru	15.0
2013-01-29	GMS	cdu	42.0
2013-01-29	GMS	afd	
2013-01-29	GMS	lin	6.0
2013-01-29	GMS	son	3.0
2013-01-29	GMS	fdp	5.0
2013-01-29	GMS	rep	
2013-01-29	GMS	pir	3.0
2013-01-29	GMS	spd	26.0
2013-01-27	Emnid	gru	13.0
2013-01-27	Emnid	cdu	41.0
2013-01-27	Emnid	afd	
2013-01-27	Emnid	lin	7.0
2013-01-27	Emnid	son	4.0
2013-01-27	Emnid	fdp	4.0
2013-01-27	Emnid	rep	
2013-01-27	Emnid	pir	4.0
2013-01-27	Emnid	spd	27.0
2013-01-25	FGW	gru	13.0
2013-01-25	FGW	cdu	41.0
2013-01-25	FGW	afd	
2013-01-25	FGW	lin	6.0
2013-01-25	FGW	son	4.0
2013-01-25	FGW	fdp	4.0
2013-01-25	FGW	rep	
2013-01-25	FGW	pir	3.0
2013-01-25	FGW	spd	29.0
2013-01-24	Infratestdimap	gru	14.0
2013-01-24	Infratestdimap	cdu	42.0
2013-01-24	Infratestdimap	afd	
2013-01-24	Infratestdimap	lin	6.0
2013-01-24	Infratestdimap	son	4.0
2013-01-24	Infratestdimap	fdp	4.0
2013-01-24	Infratestdimap	rep	
2013-01-24	Infratestdimap	pir	3.0
2013-01-24	Infratestdimap	spd	27.0
2013-01-23	Forsa	gru	14.0
2013-01-23	Forsa	cdu	42.0
2013-01-23	Forsa	afd	
2013-01-23	Forsa	lin	8.0
2013-01-23	Forsa	son	5.0
2013-01-23	Forsa	fdp	4.0
2013-01-23	Forsa	rep	
2013-01-23	Forsa	pir	4.0
2013-01-23	Forsa	spd	23.0
2013-01-23	Allensbach	gru	14.0
2013-01-23	Allensbach	cdu	39.0
2013-01-23	Allensbach	afd	
2013-01-23	Allensbach	lin	7.0
2013-01-23	Allensbach	son	4.0
2013-01-23	Allensbach	fdp	5.0
2013-01-23	Allensbach	rep	
2013-01-23	Allensbach	pir	3.0
2013-01-23	Allensbach	spd	28.0
2013-01-20	Emnid	gru	13.0
2013-01-20	Emnid	cdu	43.0
2013-01-20	Emnid	afd	
2013-01-20	Emnid	lin	7.0
2013-01-20	Emnid	son	4.0
2013-01-20	Emnid	fdp	4.0
2013-01-20	Emnid	rep	
2013-01-20	Emnid	pir	4.0
2013-01-20	Emnid	spd	25.0
2013-01-18	Infratestdimap	gru	13.0
2013-01-18	Infratestdimap	cdu	42.0
2013-01-18	Infratestdimap	afd	
2013-01-18	Infratestdimap	lin	7.0
2013-01-18	Infratestdimap	son	4.0
2013-01-18	Infratestdimap	fdp	4.0
2013-01-18	Infratestdimap	rep	
2013-01-18	Infratestdimap	pir	4.0
2013-01-18	Infratestdimap	spd	26.0
2013-01-16	Forsa	gru	14.0
2013-01-16	Forsa	cdu	43.0
2013-01-16	Forsa	afd	
2013-01-16	Forsa	lin	8.0
2013-01-16	Forsa	son	5.0
2013-01-16	Forsa	fdp	3.0
2013-01-16	Forsa	rep	
2013-01-16	Forsa	pir	4.0
2013-01-16	Forsa	spd	23.0
2013-01-13	Emnid	gru	14.0
2013-01-13	Emnid	cdu	41.0
2013-01-13	Emnid	afd	
2013-01-13	Emnid	lin	8.0
2013-01-13	Emnid	son	4.0
2013-01-13	Emnid	fdp	3.0
2013-01-13	Emnid	rep	
2013-01-13	Emnid	pir	4.0
2013-01-13	Emnid	spd	26.0
2013-01-11	FGW	gru	13.0
2013-01-11	FGW	cdu	42.0
2013-01-11	FGW	afd	
2013-01-11	FGW	lin	6.0
2013-01-11	FGW	son	4.0
2013-01-11	FGW	fdp	4.0
2013-01-11	FGW	rep	
2013-01-11	FGW	pir	3.0
2013-01-11	FGW	spd	28.0
2013-01-10	Infratestdimap	gru	14.0
2013-01-10	Infratestdimap	cdu	41.0
2013-01-10	Infratestdimap	afd	
2013-01-10	Infratestdimap	lin	6.0
2013-01-10	Infratestdimap	son	4.0
2013-01-10	Infratestdimap	fdp	4.0
2013-01-10	Infratestdimap	rep	
2013-01-10	Infratestdimap	pir	3.0
2013-01-10	Infratestdimap	spd	28.0
2013-01-09	Forsa	gru	15.0
2013-01-09	Forsa	cdu	42.0
2013-01-09	Forsa	afd	
2013-01-09	Forsa	lin	9.0
2013-01-09	Forsa	son	4.0
2013-01-09	Forsa	fdp	2.0
2013-01-09	Forsa	rep	
2013-01-09	Forsa	pir	3.0
2013-01-09	Forsa	spd	25.0
2013-01-06	Emnid	gru	14.0
2013-01-06	Emnid	cdu	40.0
2013-01-06	Emnid	afd	
2013-01-06	Emnid	lin	8.0
2013-01-06	Emnid	son	3.0
2013-01-06	Emnid	fdp	4.0
2013-01-06	Emnid	rep	
2013-01-06	Emnid	pir	4.0
2013-01-06	Emnid	spd	27.0
2013-01-04	Infratestdimap	gru	12.0
2013-01-04	Infratestdimap	cdu	41.0
2013-01-04	Infratestdimap	afd	
2013-01-04	Infratestdimap	lin	6.0
2013-01-04	Infratestdimap	son	4.0
2013-01-04	Infratestdimap	fdp	4.0
2013-01-04	Infratestdimap	rep	
2013-01-04	Infratestdimap	pir	4.0
2013-01-04	Infratestdimap	spd	29.0
2012-12-26	Forsa	gru	13.0
2012-12-26	Forsa	cdu	41.0
2012-12-26	Forsa	afd	
2012-12-26	Forsa	lin	8.0
2012-12-26	Forsa	son	4.0
2012-12-26	Forsa	fdp	4.0
2012-12-26	Forsa	rep	
2012-12-26	Forsa	pir	3.0
2012-12-26	Forsa	spd	27.0
2012-12-23	Emnid	gru	13.0
2012-12-23	Emnid	cdu	40.0
2012-12-23	Emnid	afd	
2012-12-23	Emnid	lin	8.0
2012-12-23	Emnid	son	3.0
2012-12-23	Emnid	fdp	4.0
2012-12-23	Emnid	rep	
2012-12-23	Emnid	pir	4.0
2012-12-23	Emnid	spd	28.0
2012-12-21	Infratestdimap	gru	13.0
2012-12-21	Infratestdimap	cdu	40.0
2012-12-21	Infratestdimap	afd	
2012-12-21	Infratestdimap	lin	7.0
2012-12-21	Infratestdimap	son	3.0
2012-12-21	Infratestdimap	fdp	4.0
2012-12-21	Infratestdimap	rep	
2012-12-21	Infratestdimap	pir	3.0
2012-12-21	Infratestdimap	spd	30.0
2012-12-19	Forsa	gru	14.0
2012-12-19	Forsa	cdu	38.0
2012-12-19	Forsa	afd	
2012-12-19	Forsa	lin	8.0
2012-12-19	Forsa	son	5.0
2012-12-19	Forsa	fdp	5.0
2012-12-19	Forsa	rep	
2012-12-19	Forsa	pir	3.0
2012-12-19	Forsa	spd	27.0
2012-12-17	GMS	gru	14.0
2012-12-17	GMS	cdu	40.0
2012-12-17	GMS	afd	
2012-12-17	GMS	lin	7.0
2012-12-17	GMS	son	3.0
2012-12-17	GMS	fdp	4.0
2012-12-17	GMS	rep	
2012-12-17	GMS	pir	3.0
2012-12-17	GMS	spd	29.0
2012-12-16	Emnid	gru	14.0
2012-12-16	Emnid	cdu	40.0
2012-12-16	Emnid	afd	
2012-12-16	Emnid	lin	7.0
2012-12-16	Emnid	son	3.0
2012-12-16	Emnid	fdp	4.0
2012-12-16	Emnid	rep	
2012-12-16	Emnid	pir	4.0
2012-12-16	Emnid	spd	28.0
2012-12-14	FGW	gru	13.0
2012-12-14	FGW	cdu	40.0
2012-12-14	FGW	afd	
2012-12-14	FGW	lin	7.0
2012-12-14	FGW	son	3.0
2012-12-14	FGW	fdp	4.0
2012-12-14	FGW	rep	
2012-12-14	FGW	pir	3.0
2012-12-14	FGW	spd	30.0
2012-12-12	Forsa	gru	14.0
2012-12-12	Forsa	cdu	38.0
2012-12-12	Forsa	afd	
2012-12-12	Forsa	lin	8.0
2012-12-12	Forsa	son	5.0
2012-12-12	Forsa	fdp	4.0
2012-12-12	Forsa	rep	
2012-12-12	Forsa	pir	4.0
2012-12-12	Forsa	spd	27.0
2012-12-09	Emnid	gru	14.0
2012-12-09	Emnid	cdu	40.0
2012-12-09	Emnid	afd	
2012-12-09	Emnid	lin	7.0
2012-12-09	Emnid	son	4.0
2012-12-09	Emnid	fdp	4.0
2012-12-09	Emnid	rep	
2012-12-09	Emnid	pir	3.0
2012-12-09	Emnid	spd	28.0
2012-12-06	Infratestdimap	gru	14.0
2012-12-06	Infratestdimap	cdu	39.0
2012-12-06	Infratestdimap	afd	
2012-12-06	Infratestdimap	lin	7.0
2012-12-06	Infratestdimap	son	3.0
2012-12-06	Infratestdimap	fdp	4.0
2012-12-06	Infratestdimap	rep	
2012-12-06	Infratestdimap	pir	3.0
2012-12-06	Infratestdimap	spd	30.0
2012-12-05	Forsa	gru	16.0
2012-12-05	Forsa	cdu	37.0
2012-12-05	Forsa	afd	
2012-12-05	Forsa	lin	7.0
2012-12-05	Forsa	son	6.0
2012-12-05	Forsa	fdp	4.0
2012-12-05	Forsa	rep	
2012-12-05	Forsa	pir	4.0
2012-12-05	Forsa	spd	26.0
2012-12-02	Emnid	gru	14.0
2012-12-02	Emnid	cdu	38.0
2012-12-02	Emnid	afd	
2012-12-02	Emnid	lin	8.0
2012-12-02	Emnid	son	4.0
2012-12-02	Emnid	fdp	4.0
2012-12-02	Emnid	rep	
2012-12-02	Emnid	pir	4.0
2012-12-02	Emnid	spd	28.0
2012-11-30	FGW	gru	14.0
2012-11-30	FGW	cdu	38.0
2012-11-30	FGW	afd	
2012-11-30	FGW	lin	7.0
2012-11-30	FGW	son	4.0
2012-11-30	FGW	fdp	4.0
2012-11-30	FGW	rep	
2012-11-30	FGW	pir	4.0
2012-11-30	FGW	spd	29.0
2012-11-28	Forsa	gru	16.0
2012-11-28	Forsa	cdu	37.0
2012-11-28	Forsa	afd	
2012-11-28	Forsa	lin	8.0
2012-11-28	Forsa	son	5.0
2012-11-28	Forsa	fdp	4.0
2012-11-28	Forsa	rep	
2012-11-28	Forsa	pir	4.0
2012-11-28	Forsa	spd	26.0
2012-11-25	Emnid	gru	15.0
2012-11-25	Emnid	cdu	38.0
2012-11-25	Emnid	afd	
2012-11-25	Emnid	lin	7.0
2012-11-25	Emnid	son	3.0
2012-11-25	Emnid	fdp	4.0
2012-11-25	Emnid	rep	
2012-11-25	Emnid	pir	4.0
2012-11-25	Emnid	spd	29.0
2012-11-23	Infratestdimap	gru	15.0
2012-11-23	Infratestdimap	cdu	39.0
2012-11-23	Infratestdimap	afd	
2012-11-23	Infratestdimap	lin	6.0
2012-11-23	Infratestdimap	son	3.0
2012-11-23	Infratestdimap	fdp	4.0
2012-11-23	Infratestdimap	rep	
2012-11-23	Infratestdimap	pir	4.0
2012-11-23	Infratestdimap	spd	29.0
2012-11-22	GMS	gru	16.0
2012-11-22	GMS	cdu	37.0
2012-11-22	GMS	afd	
2012-11-22	GMS	lin	8.0
2012-11-22	GMS	son	5.0
2012-11-22	GMS	fdp	4.0
2012-11-22	GMS	rep	
2012-11-22	GMS	pir	4.0
2012-11-22	GMS	spd	26.0
2012-11-21	Forsa	gru	16.0
2012-11-21	Forsa	cdu	36.0
2012-11-21	Forsa	afd	
2012-11-21	Forsa	lin	8.0
2012-11-21	Forsa	son	5.0
2012-11-21	Forsa	fdp	4.0
2012-11-21	Forsa	rep	
2012-11-21	Forsa	pir	5.0
2012-11-21	Forsa	spd	26.0
2012-11-21	Allensbach	gru	12.5
2012-11-21	Allensbach	cdu	37.5
2012-11-21	Allensbach	afd	
2012-11-21	Allensbach	lin	6.5
2012-11-21	Allensbach	son	4.5
2012-11-21	Allensbach	fdp	4.0
2012-11-21	Allensbach	rep	
2012-11-21	Allensbach	pir	4.0
2012-11-21	Allensbach	spd	31.0
2012-11-18	Emnid	gru	13.0
2012-11-18	Emnid	cdu	39.0
2012-11-18	Emnid	afd	
2012-11-18	Emnid	lin	7.0
2012-11-18	Emnid	son	4.0
2012-11-18	Emnid	fdp	4.0
2012-11-18	Emnid	rep	
2012-11-18	Emnid	pir	5.0
2012-11-18	Emnid	spd	28.0
2012-11-16	FGW	gru	13.0
2012-11-16	FGW	cdu	39.0
2012-11-16	FGW	afd	
2012-11-16	FGW	lin	6.0
2012-11-16	FGW	son	4.0
2012-11-16	FGW	fdp	4.0
2012-11-16	FGW	rep	
2012-11-16	FGW	pir	4.0
2012-11-16	FGW	spd	30.0
2012-11-14	Forsa	gru	14.0
2012-11-14	Forsa	cdu	39.0
2012-11-14	Forsa	afd	
2012-11-14	Forsa	lin	8.0
2012-11-14	Forsa	son	5.0
2012-11-14	Forsa	fdp	4.0
2012-11-14	Forsa	rep	
2012-11-14	Forsa	pir	4.0
2012-11-14	Forsa	spd	26.0
2012-11-11	Emnid	gru	12.0
2012-11-11	Emnid	cdu	38.0
2012-11-11	Emnid	afd	
2012-11-11	Emnid	lin	7.0
2012-11-11	Emnid	son	4.0
